"","sampleID","GSM","bs1","bs2","bs3","IP","species","type"
"18925",58322,"GSM1679099","None","None","Liver","MED1","human","TF"
"18926",58323,"GSM1679100","None","None","Lung","MED1","human","TF"
"18927",58333,"GSM1679110","LNCaP-abl ","Epithelium","Prostate","MED1","human","TF"
"18928",58334,"GSM1679111","LNCaP-abl ","Epithelium","Prostate","MED1","human","TF"
"18929",58335,"GSM1679112","LNCaP-abl ","Epithelium","Prostate","POLR2A","human","TF"
"18930",58336,"GSM1679113","LNCaP-abl ","Epithelium","Prostate","POLR2A","human","TF"
"18931",58337,"GSM1679114","LNCaP-abl ","Epithelium","Prostate","PAF1","human","TF"
"18932",58338,"GSM1679115","LNCaP-abl ","Epithelium","Prostate","SUPT5H","human","TF"
"18933",58339,"GSM1679116","LNCaP-abl ","Epithelium","Prostate","MED1","human","TF"
"18934",58341,"GSM1679118","LNCaP-abl ","Epithelium","Prostate","MED1","human","TF"
"18935",58342,"GSM1679119","LNCaP-abl ","Epithelium","Prostate","MED1","human","TF"
"18936",58343,"GSM1679120","LNCaP-abl ","Epithelium","Prostate","MED1","human","TF"
"18937",58347,"GSM1679124","LNCaP-abl ","Epithelium","Prostate","MED1","human","TF"
"18938",58348,"GSM1679125","LNCaP-abl ","Epithelium","Prostate","MED1","human","TF"
"18939",58349,"GSM1679126","LNCaP-abl ","Epithelium","Prostate","MED1","human","TF"
"18940",58350,"GSM1679127","LNCaP-abl ","Epithelium","Prostate","POLR2A","human","TF"
"18941",58351,"GSM1679128","LNCaP-abl ","Epithelium","Prostate","POLR2A","human","TF"
"18942",58352,"GSM1679129","LNCaP-abl ","Epithelium","Prostate","POLR2A","human","TF"
"18943",58353,"GSM1679130","LNCaP-abl ","Epithelium","Prostate","POLR2A","human","TF"
"18944",58354,"GSM1679131","LNCaP-abl ","Epithelium","Prostate","POLR2A","human","TF"
"18945",58355,"GSM1679132","LNCaP-abl ","Epithelium","Prostate","POLR2A","human","TF"
"18946",58356,"GSM1679133","LNCaP-abl ","Epithelium","Prostate","POLR2A","human","TF"
"18947",58357,"GSM1679134","LNCaP-abl ","Epithelium","Prostate","POLR2A","human","TF"
"18948",58359,"GSM1679136","LNCaP-abl ","Epithelium","Prostate","POLR2A","human","TF"
"18949",58360,"GSM1684571","PANC-1","Epithelium","Pancreas","CTCF","human","TF"
"18950",58361,"GSM1684572","PANC-1","Epithelium","Pancreas","CTCF","human","TF"
"18951",58362,"GSM1684573","PANC-1","Epithelium","Pancreas","CTCF","human","TF"
"18952",58363,"GSM1684574","PANC-1","Epithelium","Pancreas","CTCF","human","TF"
"18953",58462,"GSM1704011","HepG2","Epithelium","Liver","ARID1A","human","TF"
"18954",58463,"GSM1704012","HepG2","Epithelium","Liver","ARID1A","human","TF"
"18955",58464,"GSM1704013","HepG2","Epithelium","Liver","ARID1B","human","TF"
"18956",58465,"GSM1704014","HepG2","Epithelium","Liver","ARID1B","human","TF"
"18957",58466,"GSM1704015","HepG2","Epithelium","Liver","ARID2","human","TF"
"18958",58467,"GSM1704016","HepG2","Epithelium","Liver","ARID2","human","TF"
"18959",58468,"GSM1704017","HepG2","Epithelium","Liver","SMARCB1","human","TF"
"18960",58469,"GSM1704018","HepG2","Epithelium","Liver","SMARCB1","human","TF"
"18961",58480,"GSM1705253","R1","Embryonic Stem Cell","Embryo","CTCF","human","TF"
"18962",58481,"GSM1705254","None","Embryonic Stem Cell","Embryo","CTCF","human","TF"
"18963",58483,"GSM1705256","R1","Embryonic Stem Cell","Embryo","MED1","human","TF"
"18964",58484,"GSM1705257","None","Embryonic Stem Cell","Embryo","MED1","human","TF"
"18965",58485,"GSM1705258","R1","Embryonic Stem Cell","Embryo","POU5F1","human","TF"
"18966",58486,"GSM1705259","None","Embryonic Stem Cell","Embryo","POU5F1","human","TF"
"18967",58489,"GSM1705262","R1","Embryonic Stem Cell","Embryo","CTCF","human","TF"
"18968",58490,"GSM1705263","None","Embryonic Stem Cell","Embryo","CTCF","human","TF"
"18969",58492,"GSM1705265","R1","Embryonic Stem Cell","Embryo","MED1","human","TF"
"18970",58493,"GSM1705266","None","Embryonic Stem Cell","Embryo","MED1","human","TF"
"18971",58494,"GSM1705267","R1","Embryonic Stem Cell","Embryo","POU5F1","human","TF"
"18972",58495,"GSM1705268","None","Embryonic Stem Cell","Embryo","POU5F1","human","TF"
"18973",58502,"GSM1717079","BE2-C","None","None","WDR5","human","TF"
"18974",58506,"GSM1717083","BE2-C","None","None","WDR5","human","TF"
"18975",58580,"GSM1824834","LNCaP","Epithelium","Prostate","CHD1","human","TF"
"18976",58582,"GSM1824836","LNCaP","Epithelium","Prostate","KDM1A","human","TF"
"18977",58584,"GSM1824838","LNCaP","Epithelium","Prostate","KDM1A","human","TF"
"18978",58631,"GSM1847365","LNCaP-abl ","Epithelium","Prostate","POLR2A","human","TF"
"18979",58632,"GSM1847366","LNCaP-abl ","Epithelium","Prostate","POLR2A","human","TF"
"18980",58633,"GSM1847367","LNCaP-abl ","Epithelium","Prostate","POLR2A","human","TF"
"18981",58634,"GSM1847368","LNCaP-abl ","Epithelium","Prostate","POLR2A","human","TF"
"18982",58635,"GSM1847369","LNCaP-abl ","Epithelium","Prostate","POLR2A","human","TF"
"18983",58636,"GSM1847370","LNCaP-abl ","Epithelium","Prostate","MED1","human","TF"
"18984",58637,"GSM1847371","LNCaP-abl ","Epithelium","Prostate","MED1","human","TF"
"18985",58638,"GSM1847372","LNCaP-abl ","Epithelium","Prostate","MED1","human","TF"
"18986",58639,"GSM1847373","LNCaP-abl ","Epithelium","Prostate","MED1","human","TF"
"18987",58640,"GSM1847374","LNCaP-abl ","Epithelium","Prostate","MED1","human","TF"
"18988",58804,"GSM1859068","None","Th1","None","MYB","human","TF"
"18989",58805,"GSM1859069","None","Th1","None","MYB","human","TF"
"18990",58806,"GSM1859070","None","Th2","None","MYB","human","TF"
"18991",58807,"GSM1859071","None","Th1","None","MAF","human","TF"
"18992",58808,"GSM1859072","None","Th1","None","MAF","human","TF"
"18993",58809,"GSM1859073","None","Th2","None","MAF","human","TF"
"18994",58810,"GSM1859074","None","Th1","None","GATA3","human","TF"
"18995",58811,"GSM1859075","None","Th2","None","GATA3","human","TF"
"18996",58832,"GSM1872286","21NT","Epithelium","Breast","POLR2A","human","TF"
"18997",58833,"GSM1872287","HAP1","None","None","POLR2A","human","TF"
"18998",58834,"GSM1872288","HEK293","Epithelium","Embryonic Kidney","POLR2A","human","TF"
"18999",58835,"GSM1872289","HEK293","Epithelium","Embryonic Kidney","POLR2A","human","TF"
"19000",58836,"GSM1872290","HEK293","Epithelium","Embryonic Kidney","POLR2A","human","TF"
"19001",58837,"GSM1872291","HEK293","Epithelium","Embryonic Kidney","POLR2A","human","TF"
"19002",58838,"GSM1872292","HEK293","Epithelium","Embryonic Kidney","POLR2A","human","TF"
"19003",58839,"GSM1872293","HEK293","Epithelium","Embryonic Kidney","POLR2A","human","TF"
"19004",58840,"GSM1872294","HEK293","Epithelium","Embryonic Kidney","XRN2","human","TF"
"19005",58841,"GSM1872295","HEK293","Epithelium","Embryonic Kidney","XRN2","human","TF"
"19006",58842,"GSM1872296","HEK293","Epithelium","Embryonic Kidney","XRN2","human","TF"
"19007",58843,"GSM1872297","HEK293","Epithelium","Embryonic Kidney","XRN2","human","TF"
"19008",58844,"GSM1872298","HEK293","Epithelium","Embryonic Kidney","XRN2","human","TF"
"19009",58845,"GSM1872299","HEK293","Epithelium","Embryonic Kidney","XRN2","human","TF"
"19010",58846,"GSM1872300","HEK293","Epithelium","Embryonic Kidney","XRN2","human","TF"
"19011",58871,"GSM1888546","TF-1","None","None","GATA2","human","TF"
"19012",58872,"GSM1888547","TF-1","None","None","GATA2","human","TF"
"19013",58873,"GSM1888548","TF-1","None","None","GATA2","human","TF"
"19014",58874,"GSM1888549","TF-1","None","None","GATA2","human","TF"
"19015",58875,"GSM1888550","TF-1","None","None","RUNX1","human","TF"
"19016",58876,"GSM1888551","TF-1","None","None","RUNX1","human","TF"
"19017",58877,"GSM1888552","TF-1","None","None","RUNX1","human","TF"
"19018",58878,"GSM1888553","TF-1","None","None","RAD21","human","TF"
"19019",58879,"GSM1888554","TF-1","None","None","RAD21","human","TF"
"19020",58880,"GSM1888555","TF-1","None","None","RAD21","human","TF"
"19021",58881,"GSM1888556","TF-1","None","None","RAD21","human","TF"
"19022",58885,"GSM1889901","caki-1","None","Kidney","KDM5C","human","TF"
"19023",58886,"GSM1889902","caki-1","None","Kidney","KDM5C","human","TF"
"19024",58887,"GSM1889903","caki-1","None","Kidney","KDM5C","human","TF"
"19025",58888,"GSM1889904","caki-1","None","Kidney","KDM5C","human","TF"
"19026",58921,"GSM1890761","MCF-7","Epithelium","Mammary Gland","ESR1","human","TF"
"19027",58936,"GSM1891655","None","Epithelium","None","NRF1","human","TF"
"19028",58937,"GSM1891656","None","Epithelium","None","NRF1","human","TF"
"19029",58939,"GSM1891658","HCC1954","Epithelium","Mammary Gland","NRF1","human","TF"
"19030",58940,"GSM1891659","HCC1954","Epithelium","Mammary Gland","NRF1","human","TF"
"19031",58942,"GSM1892289","Raji","B Lymphocyte","Blood","POLR2A","human","TF"
"19032",58943,"GSM1892290","Raji","B Lymphocyte","Blood","POLR2A","human","TF"
"19033",58944,"GSM1892291","Raji","B Lymphocyte","Blood","POLR2A","human","TF"
"19034",58945,"GSM1892292","Raji","B Lymphocyte","Blood","POLR2A","human","TF"
"19035",58946,"GSM1892293","Raji","B Lymphocyte","Blood","POLR2A","human","TF"
"19036",58947,"GSM1892294","Raji","B Lymphocyte","Blood","POLR2A","human","TF"
"19037",58948,"GSM1892295","HEK293","Epithelium","Embryonic Kidney","SMN1","human","TF"
"19038",58949,"GSM1892296","HEK293","Epithelium","Embryonic Kidney","SMN1","human","TF"
"19039",58995,"GSM1895986","HEK293","Epithelium","Embryonic Kidney","EWSR1","human","TF"
"19040",58996,"GSM1895987","HEK293","Epithelium","Embryonic Kidney","TAF15","human","TF"
"19041",58999,"GSM1901542","Kasumi-1","Myeloblast","Blood","LYL1","human","TF"
"19042",59001,"GSM1901544","HL-60","Myeloblast","Blood","JMJD1C","human","TF"
"19043",59002,"GSM1901545","HL-60","Myeloblast","Blood","LYL1","human","TF"
"19044",59004,"GSM1901547","NB4","Promyelocytic cell","Blood","JMJD1C","human","TF"
"19045",59005,"GSM1901548","NB4","Promyelocytic cell","Blood","LYL1","human","TF"
"19046",59006,"GSM1901549","THP-1","None","Blood","JMJD1C","human","TF"
"19047",59007,"GSM1901550","THP-1","None","Blood","LYL1","human","TF"
"19048",59014,"GSM1901942","U2OS","None","Bone","EP400","human","TF"
"19049",59015,"GSM1901943","U2OS","None","Bone","EP400","human","TF"
"19050",59016,"GSM1901944","U2OS","None","Bone","EP400","human","TF"
"19051",59043,"GSM1905826","THP-1","None","Blood","POLR2A","human","TF"
"19052",59044,"GSM1905827","THP-1","None","Blood","POLR2A","human","TF"
"19053",59165,"GSM1934095","SEM","Pre-B Lymphocyte","None","KMT2A","human","TF"
"19054",59168,"GSM1934098","SEM","Pre-B Lymphocyte","None","MLLT1","human","TF"
"19055",59170,"GSM1934100","SEM","Pre-B Lymphocyte","None","SETD1A","human","TF"
"19056",59344,"GSM1958038","MutuI","B Lymphocyte","None","EBF1","human","TF"
"19057",59345,"GSM1958039","LCL","None","Blood","EBF1","human","TF"
"19058",59346,"GSM1958040","MutuI","B Lymphocyte","None","RBPJ","human","TF"
"19059",59347,"GSM1958041","LCL","None","Blood","RBPJ","human","TF"
"19060",59373,"GSM1967545","MCF-7","Epithelium","Mammary Gland","ESR1","human","TF"
"19061",59374,"GSM1967546","MCF-7","Epithelium","Mammary Gland","ESR1","human","TF"
"19062",59375,"GSM1967547","MCF-7","Epithelium","Mammary Gland","ESR1","human","TF"
"19063",59376,"GSM1967548","T47D","Epithelium","Mammary Gland","ESR1","human","TF"
"19064",59377,"GSM1967549","T47D","Epithelium","Mammary Gland","ESR1","human","TF"
"19065",59378,"GSM1967550","T47D","Epithelium","Mammary Gland","ESR1","human","TF"
"19066",59412,"GSM1974448","MDA-MB-231","Epithelium","Mammary Gland","MBD3","human","TF"
"19067",59413,"GSM1974449","MDA-MB-231","Epithelium","Mammary Gland","MBD3","human","TF"
"19068",59416,"GSM1975912","Jurkat","T Lymphocyte","Blood","RUNX1","human","TF"
"19069",59417,"GSM1975913","Jurkat","T Lymphocyte","Blood","GATA3","human","TF"
"19070",59423,"GSM1255433","None","Melanocyte","None","RNF2","human","TF"
"19071",59424,"GSM1255434","None","Melanocyte","None","RNF2","human","TF"
"19072",59435,"GSM1544531","BJAB","B Lymphocyte","Blood","FOXP1","human","TF"
"19073",59437,"GSM1544533","None","B Lymphocyte","None","FOXP1","human","TF"
"19074",59439,"GSM1544535","None","B Lymphocyte","None","FOXP1","human","TF"
"19075",59441,"GSM1544537","OCI-Ly8","B Lymphocyte","Bone Marrow","FOXP1","human","TF"
"19076",59443,"GSM1544539","OCI-Ly10","B Lymphocyte","Bone Marrow","FOXP1","human","TF"
"19077",59445,"GSM1544541","OCI-Ly19","B Lymphocyte","Lymph Node","FOXP1","human","TF"
"19078",59447,"GSM1544543","None","B Lymphocyte","None","FOXP1","human","TF"
"19079",59542,"GSM1715545","IMEC","Epithelium","Breast","MYC","human","TF"
"19080",59543,"GSM1715546","IMEC","Epithelium","Breast","MYC","human","TF"
"19081",59552,"GSM1715555","IMEC","Epithelium","Breast","POLR2A","human","TF"
"19082",59553,"GSM1715556","IMEC","Epithelium","Breast","POLR2A","human","TF"
"19083",59579,"GSM1816441","NOMO-1","Myeloid Cell","None","ARNTL","human","TF"
"19084",59580,"GSM1816442","NOMO-1","Myeloid Cell","None","CLOCK","human","TF"
"19085",59583,"GSM1816445","NOMO-1","Myeloid Cell","None","ARNTL","human","TF"
"19086",59585,"GSM1816447","NOMO-1","Myeloid Cell","None","CLOCK","human","TF"
"19087",59627,"GSM1948649","IMEC","Epithelium","Breast","POLR2A","human","TF"
"19088",59630,"GSM1948652","IMEC","Epithelium","Breast","POLR2A","human","TF"
"19089",59631,"GSM1948653","IMEC","Epithelium","Breast","POLR2A","human","TF"
"19090",59633,"GSM1948655","IMEC","Epithelium","Breast","POLR2A","human","TF"
"19091",14,"GSM530028","None","Erythroid Cell","Liver","KLF1","mouse","TF"
"19092",19,"GSM530188","None","Cortical Neuron","Neuric","CREB1","mouse","TF"
"19093",20,"GSM530187","None","Cortical Neuron","Neuric","CREB1","mouse","TF"
"19094",22,"GSM530185","None","Cortical Neuron","Neuric","CREB1","mouse","TF"
"19095",23,"GSM530177","None","Cortical Neuron","Neuric","CREBBP","mouse","TF"
"19096",24,"GSM530176","None","Cortical Neuron","Neuric","CREBBP","mouse","TF"
"19097",25,"GSM530175","None","Cortical Neuron","Neuric","CREBBP","mouse","TF"
"19098",26,"GSM530174","None","Cortical Neuron","Neuric","CREBBP","mouse","TF"
"19099",27,"GSM530173","None","Cortical Neuron","Neuric","CREBBP","mouse","TF"
"19100",44,"GSM530184","None","Cortical Neuron","Neuric","NPAS4","mouse","TF"
"19101",45,"GSM530183","None","Cortical Neuron","Neuric","NPAS4","mouse","TF"
"19102",46,"GSM530182","None","Cortical Neuron","Neuric","NPAS4","mouse","TF"
"19103",49,"GSM530179","None","Cortical Neuron","Neuric","POLR2A","mouse","TF"
"19104",50,"GSM530178","None","Cortical Neuron","Neuric","POLR2A","mouse","TF"
"19105",51,"GSM530192","None","Cortical Neuron","Neuric","SRF","mouse","TF"
"19106",52,"GSM530191","None","Cortical Neuron","Neuric","SRF","mouse","TF"
"19107",53,"GSM530190","None","Cortical Neuron","Neuric","SRF","mouse","TF"
"19108",54,"GSM530189","None","Cortical Neuron","Neuric","SRF","mouse","TF"
"19109",68,"GSM530030","None","B Lymphocyte","Liver","KLF1","mouse","TF"
"19110",73,"GSM791718","None","Cortical Neuron","Brain","MECP2","mouse","TF"
"19111",74,"GSM791717","None","Cortical Neuron","Brain","MECP2","mouse","TF"
"19112",75,"GSM791714","None","Cortical Neuron","Brain","MECP2","mouse","TF"
"19113",76,"GSM791713","None","Cortical Neuron","Brain","MECP2","mouse","TF"
"19114",77,"GSM791711","None","Cortical Neuron","Brain","MECP2","mouse","TF"
"19115",86,"GSM611197","None","Embryonic Stem Cell","Embryo","SIN3A","mouse","TF"
"19116",87,"GSM611196","None","Embryonic Stem Cell","Embryo","SIN3A","mouse","TF"
"19117",88,"GSM611195","None","Embryonic Stem Cell","Embryo","TET1","mouse","TF"
"19118",89,"GSM611194","None","Embryonic Stem Cell","Embryo","TET1","mouse","TF"
"19119",90,"GSM611193","None","Embryonic Stem Cell","Embryo","TET1","mouse","TF"
"19120",91,"GSM611192","None","Embryonic Stem Cell","Embryo","TET1","mouse","TF"
"19121",94,"GSM499030","38B9","Pre-B Lymphocyte","Blood","EBF1","mouse","TF"
"19122",97,"GSM539546","38B9","Pre-B Lymphocyte","Blood","SMAD3","mouse","TF"
"19123",98,"GSM539545","38B9","Pre-B Lymphocyte","Blood","SMAD3","mouse","TF"
"19124",99,"GSM539538","38B9","Pre-B Lymphocyte","Blood","SPI1","mouse","TF"
"19125",100,"GSM539537","38B9","Pre-B Lymphocyte","Blood","SPI1","mouse","TF"
"19126",101,"GSM686975","3T3-L1","Preadipocyte","Adipose","CEBPA","mouse","TF"
"19127",102,"GSM686974","3T3-L1","Preadipocyte","Adipose","CEBPA","mouse","TF"
"19128",103,"GSM686973","3T3-L1","Preadipocyte","Adipose","CEBPA","mouse","TF"
"19129",105,"GSM544721","3T3-L1","Preadipocyte","Adipose","CEBPA","mouse","TF"
"19130",106,"GSM544720","3T3-L1","Preadipocyte","Adipose","CEBPA","mouse","TF"
"19131",107,"GSM686972","3T3-L1","Preadipocyte","Adipose","CEBPB","mouse","TF"
"19132",108,"GSM686971","3T3-L1","Preadipocyte","Adipose","CEBPB","mouse","TF"
"19133",109,"GSM686970","3T3-L1","Preadipocyte","Adipose","CEBPB","mouse","TF"
"19134",110,"GSM535768","3T3-L1","Preadipocyte","Adipose","CTCF","mouse","TF"
"19135",111,"GSM535761","3T3-L1","Preadipocyte","Adipose","CTCF","mouse","TF"
"19136",112,"GSM535754","3T3-L1","Preadipocyte","Adipose","CTCF","mouse","TF"
"19137",113,"GSM535747","3T3-L1","Preadipocyte","Adipose","CTCF","mouse","TF"
"19138",114,"GSM427094","3T3-L1","Preadipocyte","Adipose","E2F4","mouse","TF"
"19139",150,"GSM686976","3T3-L1","Preadipocyte","Adipose","NR3C1","mouse","TF"
"19140",151,"GSM544722","3T3-L1","Preadipocyte","Adipose","NR3C1","mouse","TF"
"19141",152,"GSM686982","3T3-L1","Preadipocyte","Adipose","POLR2A","mouse","TF"
"19142",153,"GSM686981","3T3-L1","Preadipocyte","Adipose","POLR2A","mouse","TF"
"19143",154,"GSM340811","3T3-L1","Preadipocyte","Adipose","POLR2A","mouse","TF"
"19144",155,"GSM340810","3T3-L1","Preadipocyte","Adipose","POLR2A","mouse","TF"
"19145",156,"GSM340809","3T3-L1","Preadipocyte","Adipose","POLR2A","mouse","TF"
"19146",157,"GSM340808","3T3-L1","Preadipocyte","Adipose","POLR2A","mouse","TF"
"19147",158,"GSM340807","3T3-L1","Preadipocyte","Adipose","POLR2A","mouse","TF"
"19148",159,"GSM340806","3T3-L1","Preadipocyte","Adipose","POLR2A","mouse","TF"
"19149",160,"GSM686980","3T3-L1","Preadipocyte","Adipose","PPARA","mouse","TF"
"19150",161,"GSM686979","3T3-L1","Preadipocyte","Adipose","PPARA","mouse","TF"
"19151",163,"GSM634632","3T3-L1","Preadipocyte","Adipose","PPARG","mouse","TF"
"19152",164,"GSM535770","3T3-L1","Preadipocyte","Adipose","PPARG","mouse","TF"
"19153",165,"GSM535769","3T3-L1","Preadipocyte","Adipose","PPARG","mouse","TF"
"19154",166,"GSM532740","3T3-L1","Preadipocyte","Adipose","PPARG","mouse","TF"
"19155",167,"GSM340799","3T3-L1","Preadipocyte","Adipose","PPARG","mouse","TF"
"19156",168,"GSM340798","3T3-L1","Preadipocyte","Adipose","PPARG","mouse","TF"
"19157",169,"GSM340797","3T3-L1","Preadipocyte","Adipose","PPARG","mouse","TF"
"19158",170,"GSM340796","3T3-L1","Preadipocyte","Adipose","PPARG","mouse","TF"
"19159",171,"GSM340795","3T3-L1","Preadipocyte","Adipose","PPARG","mouse","TF"
"19160",172,"GSM340794","3T3-L1","Preadipocyte","Adipose","PPARG","mouse","TF"
"19161",173,"GSM686978","3T3-L1","Preadipocyte","Adipose","RXRG","mouse","TF"
"19162",174,"GSM340805","3T3-L1","Preadipocyte","Adipose","RXRG","mouse","TF"
"19163",175,"GSM340804","3T3-L1","Preadipocyte","Adipose","RXRG","mouse","TF"
"19164",176,"GSM340803","3T3-L1","Preadipocyte","Adipose","RXRG","mouse","TF"
"19165",177,"GSM340802","3T3-L1","Preadipocyte","Adipose","RXRG","mouse","TF"
"19166",178,"GSM340801","3T3-L1","Preadipocyte","Adipose","RXRG","mouse","TF"
"19167",179,"GSM340800","3T3-L1","Preadipocyte","Adipose","RXRG","mouse","TF"
"19168",180,"GSM686977","3T3-L1","Preadipocyte","Adipose","STAT5A","mouse","TF"
"19169",181,"GSM790410","3T3-L1","Preadipocyte","Adipose","TCF7","mouse","TF"
"19170",259,"GSM543108","Ainv15","Neural Progenitor Cell","Embryo","HOXC9","mouse","TF"
"19171",294,"GSM657516","C2C12","Myoblast","Muscle","MSX1","mouse","TF"
"19172",320,"GSM539540","C2C12","Myoblast","Muscle","MYOD1","mouse","TF"
"19173",321,"GSM539539","C2C12","Myoblast","Muscle","MYOD1","mouse","TF"
"19174",322,"GSM721287","C2C12","Myoblast","Muscle","POLR2A","mouse","TF"
"19175",323,"GSM721286","C2C12","Myoblast","Muscle","POLR2A","mouse","TF"
"19176",324,"GSM559797","C2C12","Myoblast","Muscle","SIN3A","mouse","TF"
"19177",325,"GSM559796","C2C12","Myoblast","Muscle","SIN3A","mouse","TF"
"19178",326,"GSM559795","C2C12","Myoblast","Muscle","SIN3A","mouse","TF"
"19179",327,"GSM559794","C2C12","Myoblast","Muscle","SIN3A","mouse","TF"
"19180",328,"GSM559804","C2C12","Myoblast","Muscle","SIN3B","mouse","TF"
"19181",329,"GSM559803","C2C12","Myoblast","Muscle","SIN3B","mouse","TF"
"19182",330,"GSM559802","C2C12","Myoblast","Muscle","SIN3B","mouse","TF"
"19183",331,"GSM559801","C2C12","Myoblast","Muscle","SIN3B","mouse","TF"
"19184",332,"GSM559800","C2C12","Myoblast","Muscle","SIN3B","mouse","TF"
"19185",333,"GSM559799","C2C12","Myoblast","Muscle","SIN3B","mouse","TF"
"19186",334,"GSM559798","C2C12","Myoblast","Muscle","SIN3B","mouse","TF"
"19187",335,"GSM539544","C2C12","Myoblast","Muscle","SMAD3","mouse","TF"
"19188",336,"GSM539543","C2C12","Myoblast","Muscle","SMAD3","mouse","TF"
"19189",349,"GSM423358","C6","Embryonic Stem Cell","Embryo","POLR2A","mouse","TF"
"19190",402,"GSM699165","E14","Embryonic Stem Cell","Embryo","CTCF","mouse","TF"
"19191",403,"GSM288351","E14","Embryonic Stem Cell","Embryo","CTCF","mouse","TF"
"19192",404,"GSM651192","E14","Embryonic Stem Cell","Embryo","DPY30","mouse","TF"
"19193",405,"GSM288349","E14","Embryonic Stem Cell","Embryo","E2F1","mouse","TF"
"19194",406,"GSM699164","E14","Embryonic Stem Cell","Embryo","EP300","mouse","TF"
"19195",407,"GSM288359","E14","Embryonic Stem Cell","Embryo","EP300","mouse","TF"
"19196",408,"GSM288355","E14","Embryonic Stem Cell","Embryo","ESRRB","mouse","TF"
"19197",415,"GSM288354","E14","Embryonic Stem Cell","Embryo","KLF4","mouse","TF"
"19198",416,"GSM699167","E14","Embryonic Stem Cell","Embryo","LBR","mouse","TF"
"19199",417,"GSM288356","E14","Embryonic Stem Cell","Embryo","MYC","mouse","TF"
"19200",418,"GSM288357","E14","Embryonic Stem Cell","Embryo","MYCN","mouse","TF"
"19201",419,"GSM288345","E14","Embryonic Stem Cell","Embryo","NANOG","mouse","TF"
"19202",421,"GSM470523","E14","Embryonic Stem Cell","Embryo","NR5A2","mouse","TF"
"19203",422,"GSM699166","E14","Embryonic Stem Cell","Embryo","POLR2A","mouse","TF"
"19204",423,"GSM288346","E14","Embryonic Stem Cell","Embryo","POU5F1","mouse","TF"
"19205",430,"GSM288348","E14","Embryonic Stem Cell","Embryo","SMAD1","mouse","TF"
"19206",431,"GSM288347","E14","Embryonic Stem Cell","Embryo","SOX2","mouse","TF"
"19207",432,"GSM288360","E14","Embryonic Stem Cell","Embryo","SUZ12","mouse","TF"
"19208",433,"GSM288350","E14","Embryonic Stem Cell","Embryo","TFCP2","mouse","TF"
"19209",434,"GSM706672","E14","Embryonic Stem Cell","Embryo","TET1","mouse","TF"
"19210",435,"GSM706671","E14","Embryonic Stem Cell","Embryo","TET1","mouse","TF"
"19211",436,"GSM706670","E14","Embryonic Stem Cell","Embryo","TET1","mouse","TF"
"19212",437,"GSM706669","E14","Embryonic Stem Cell","Embryo","TET1","mouse","TF"
"19213",438,"GSM288352","E14","Embryonic Stem Cell","Embryo","ZFX","mouse","TF"
"19214",449,"GSM578476","E14","Embryonic Stem Cell","Embryo","SMAD2","mouse","TF"
"19215",450,"GSM578475","E14","Embryonic Stem Cell","Embryo","SMAD2","mouse","TF"
"19216",451,"GSM578474","E14","Embryonic Stem Cell","Embryo","SMAD2","mouse","TF"
"19217",452,"GSM359413","E14","Embryonic Stem Cell","Embryo","SMARCA4","mouse","TF"
"19218",455,"GSM659802","E14","Embryonic Stem Cell","Embryo","TET1","mouse","TF"
"19219",456,"GSM659801","E14","Embryonic Stem Cell","Embryo","TET1","mouse","TF"
"19220",457,"GSM659800","E14","Embryonic Stem Cell","Embryo","TET1","mouse","TF"
"19221",458,"GSM659799","E14","Embryonic Stem Cell","Embryo","TET1","mouse","TF"
"19222",484,"GSM549341","ERMYB","Myeloid Progenitor Cell","Bone Marrow","MYB","mouse","TF"
"19223",485,"GSM549339","ERMYB","Myeloid Progenitor Cell","Bone Marrow","MYB","mouse","TF"
"19224",486,"GSM549337","ERMYB","Myeloid Progenitor Cell","Bone Marrow","MYB","mouse","TF"
"19225",487,"GSM549332","ERMYB","Myeloid Progenitor Cell","Bone Marrow","MYB","mouse","TF"
"19226",502,"GSM453997","G1E","Erythroid Cell","Blood","GATA1","mouse","TF"
"19227",503,"GSM746558","G1E","Erythroid Cell","Blood","GATA2","mouse","TF"
"19228",504,"GSM746557","G1E","Erythroid Cell","Blood","GATA2","mouse","TF"
"19229",515,"GSM746556","G1E","Erythroid Cell","Blood","TAL1","mouse","TF"
"19230",516,"GSM746555","G1E","Erythroid Cell","Blood","TAL1","mouse","TF"
"19231",518,"GSM746568","G1E-ER4","Erythroid Cell","Blood","GATA1","mouse","TF"
"19232",519,"GSM746570","G1E-ER4","Erythroid Cell","Blood","GATA2","mouse","TF"
"19233",520,"GSM746569","G1E-ER4","Erythroid Cell","Blood","GATA2","mouse","TF"
"19234",529,"GSM746572","G1E-ER4","Erythroid Cell","Blood","TAL1","mouse","TF"
"19235",530,"GSM746571","G1E-ER4","Erythroid Cell","Blood","TAL1","mouse","TF"
"19236",532,"GSM732916","G4A2","T Lymphocyte","Blood","NOTCH1","mouse","TF"
"19237",533,"GSM732917","G4A2","T Lymphocyte","Blood","RBPJ","mouse","TF"
"19238",1008,"GSM327668","V6.5","Embryonic Stem Cell","Embryo","EZH2","mouse","TF"
"19239",1088,"GSM327667","V6.5","Embryonic Stem Cell","Embryo","SUZ12","mouse","TF"
"19240",1106,"GSM638867","HBG3","Embryonic Stem Cell","Embryo","POLR2A","mouse","TF"
