"","sampleID","GSM","bs1","bs2","bs3","IP","species","type"
"1",1798,"GSM530666","IMR90","Fibroblast","Lung","DNase","human","ca"
"2",1799,"GSM530665","IMR90","Fibroblast","Lung","DNase","human","ca"
"3",1800,"GSM468801","IMR90","Fibroblast","Lung","DNase","human","ca"
"4",1801,"GSM468792","IMR90","Fibroblast","Lung","DNase","human","ca"
"5",1890,"GSM665801","iPS DF 19.11","iPSC","Foreskin","DNase","human","ca"
"6",1898,"GSM665800","iPS DF 19.7","iPSC","None","DNase","human","ca"
"7",1899,"GSM665803","iPS DF 4.7","iPSC","None","DNase","human","ca"
"8",1900,"GSM665802","iPS DF 6.9","iPSC","None","DNase","human","ca"
"9",3090,"GSM701541","None","Monocyte","Blood","DNase","human","ca"
"10",3091,"GSM701540","None","T Lymphocyte","Blood","DNase","human","ca"
"11",3092,"GSM701539","None","T Lymphocyte","Blood","DNase","human","ca"
"12",3093,"GSM701538","None","None","Fetal Stomach","DNase","human","ca"
"13",3094,"GSM701537","None","T Lymphocyte","Fetal Thymus","DNase","human","ca"
"14",3095,"GSM701536","None","None","Fetal Muscle Back","DNase","human","ca"
"15",3096,"GSM701535","None","None","Fetal Muscle Arm","DNase","human","ca"
"16",3097,"GSM701534","None","Epithelium","Fetal Lung Left","DNase","human","ca"
"17",3098,"GSM701533","None","None","Fetal Muscle Trunk","DNase","human","ca"
"18",3099,"GSM701532","None","Cortex","Fetal Kidney","DNase","human","ca"
"19",3100,"GSM701531","None","Epithelium","Fetal Large Intestine","DNase","human","ca"
"20",3101,"GSM701530","None","Epithelium","Fetal Small Intestine","DNase","human","ca"
"21",3102,"GSM701529","None","Cortex","Fetal Kidney","DNase","human","ca"
"22",3103,"GSM701528","None","None","Fetal Stomach","DNase","human","ca"
"23",3104,"GSM701527","None","Epithelium","Fetal Lung Left","DNase","human","ca"
"24",3105,"GSM701526","None","T Lymphocyte","Cord blood","DNase","human","ca"
"25",3106,"GSM701525","None","T Lymphocyte","Cord blood","DNase","human","ca"
"26",3107,"GSM701524","None","Epithelium","Fetal Lung Left","DNase","human","ca"
"27",3108,"GSM701523","None","Epithelium","Fetal Lung Right","DNase","human","ca"
"28",3109,"GSM701522","None","Epithelium","Upper Limb Muscle","DNase","human","ca"
"29",3110,"GSM701521","None","None","Fetal Stomach","DNase","human","ca"
"30",3111,"GSM701520","None","None","Fetal Renal Pelvis Left","DNase","human","ca"
"31",3112,"GSM701519","None","Cortex","Fetal Kidney Left","DNase","human","ca"
"32",3113,"GSM701518","None","None","Fetal Renal Pelvis Right","DNase","human","ca"
"33",3114,"GSM701517","None","Cortex","Fetal Kidney Right","DNase","human","ca"
"34",3115,"GSM701516","None","T Lymphocyte","Blood","DNase","human","ca"
"35",3116,"GSM701515","None","Epithelium","Kidney","DNase","human","ca"
"36",3117,"GSM701514","None","Epithelium","Fetal Large Intestine","DNase","human","ca"
"37",3118,"GSM701513","None","T Lymphocyte","Fetal Thymus","DNase","human","ca"
"38",3119,"GSM701512","None","Epithelium","Fetal Lung Left","DNase","human","ca"
"39",3120,"GSM701511","None","Cortex","Fetal Kidney","DNase","human","ca"
"40",3121,"GSM701510","None","None","Fetal Renal Pelvis","DNase","human","ca"
"41",3122,"GSM701509","None","Lymphocyte","Spleen","DNase","human","ca"
"42",3123,"GSM701508","None","Natural Killer Cell","Blood","DNase","human","ca"
"43",3124,"GSM701507","None","B Lymphocyte","Spleen","DNase","human","ca"
"44",3125,"GSM701506","None","None","Fetal Muscle Arm","DNase","human","ca"
"45",3126,"GSM701505","None","None","Fetal Muscle Leg","DNase","human","ca"
"46",3127,"GSM701504","None","Epithelium","Fetal Small Intestine","DNase","human","ca"
"47",3128,"GSM701503","None","Monocyte","Blood","DNase","human","ca"
"48",3129,"GSM701502","None","Cortex","Fetal Kidney","DNase","human","ca"
"49",3130,"GSM701501","None","None","Fetal Renal Pelvis","DNase","human","ca"
"50",3131,"GSM701500","None","B Lymphocyte","Blood","DNase","human","ca"
"51",3132,"GSM701499","None","T Lymphocyte","Blood","DNase","human","ca"
"52",3133,"GSM701498","None","None","Fetal Stomach","DNase","human","ca"
"53",3134,"GSM701497","None","T Lymphocyte","Fetal Thymus","DNase","human","ca"
"54",3135,"GSM701496","None","Epithelium","Fetal Small Intestine","DNase","human","ca"
"55",3136,"GSM701495","None","Epithelium","Fetal Large Intestine","DNase","human","ca"
"56",3137,"GSM701494","None","Cortex","Fetal Kidney","DNase","human","ca"
"57",3138,"GSM701493","None","B Lymphocyte","Spleen","DNase","human","ca"
"58",3139,"GSM701492","None","B Lymphocyte","Spleen","DNase","human","ca"
"59",3140,"GSM701491","None","T Lymphocyte","Blood","DNase","human","ca"
"60",3141,"GSM701490","None","Epithelium","Fetal Large Intestine","DNase","human","ca"
"61",3142,"GSM701489","None","T Lymphocyte","Blood","DNase","human","ca"
"62",3143,"GSM701488","None","T Lymphocyte","Blood","DNase","human","ca"
"63",3144,"GSM701487","None","Epithelium","Fetal Small Intestine","DNase","human","ca"
"64",3145,"GSM665840","None","Monocyte","Blood","DNase","human","ca"
"65",3146,"GSM665839","None","T Lymphocyte","Blood","DNase","human","ca"
"66",3147,"GSM665838","None","T Lymphocyte","Blood","DNase","human","ca"
"67",3148,"GSM665837","None","T Lymphocyte","Blood","DNase","human","ca"
"68",3149,"GSM665836","None","Natural Killer Cell","Blood","DNase","human","ca"
"69",3150,"GSM665835","None","Epithelium","Small Intestine","DNase","human","ca"
"70",3151,"GSM665834","None","Epithelium","Kidney","DNase","human","ca"
"71",3152,"GSM665833","None","Epithelium","Fetal Kidney Right","DNase","human","ca"
"72",3153,"GSM665832","None","Epithelium","Lung","DNase","human","ca"
"73",3154,"GSM665831","None","Epithelium","Fetal Heart","DNase","human","ca"
"74",3155,"GSM665830","None","Epithelium","Fetal Heart","DNase","human","ca"
"75",3156,"GSM665829","None","Epithelium","Kidney","DNase","human","ca"
"76",3157,"GSM665828","None","Epithelium","Lung","DNase","human","ca"
"77",3158,"GSM665827","None","Epithelium","Lung","DNase","human","ca"
"78",3159,"GSM665826","None","Epithelium","Large Intestine","DNase","human","ca"
"79",3160,"GSM665825","None","Epithelium","Small Intestine","DNase","human","ca"
"80",3161,"GSM665824","None","Epithelium","Fetal Heart","DNase","human","ca"
"81",3162,"GSM665823","None","T Lymphocyte","Fetal Thymus","DNase","human","ca"
"82",3163,"GSM665822","None","Epithelium","Kidney","DNase","human","ca"
"83",3164,"GSM665821","None","Epithelium","Fetal Kidney Right","DNase","human","ca"
"84",3165,"GSM665820","None","Natural Killer Cell","Blood","DNase","human","ca"
"85",3166,"GSM665819","None","None","Fetal Brain","DNase","human","ca"
"86",3167,"GSM665818","None","Epithelium","Large Intestine","DNase","human","ca"
"87",3168,"GSM665817","None","Epithelium","Fetal Heart","DNase","human","ca"
"88",3169,"GSM665816","None","Epithelium","Kidney","DNase","human","ca"
"89",3170,"GSM665815","None","Epithelium","Large Intestine","DNase","human","ca"
"90",3171,"GSM665814","None","Epithelium","Fetal Heart","DNase","human","ca"
"91",3172,"GSM665813","None","T Lymphocyte","Blood","DNase","human","ca"
"92",3173,"GSM665812","None","T Lymphocyte","Blood","DNase","human","ca"
"93",3174,"GSM665811","None","Epithelium","Fetal Heart","DNase","human","ca"
"94",3175,"GSM665810","None","Epithelium","Fetal Kidney Right","DNase","human","ca"
"95",3176,"GSM665809","None","Epithelium","Fetal Heart","DNase","human","ca"
"96",3177,"GSM665808","None","Epithelium","Lung","DNase","human","ca"
"97",3178,"GSM665807","None","Epithelium","Lung","DNase","human","ca"
"98",3179,"GSM665806","None","Epithelium","Lung","DNase","human","ca"
"99",3180,"GSM665805","None","Epithelium","Lung","DNase","human","ca"
"100",3181,"GSM665804","None","None","Fetal Brain","DNase","human","ca"
"101",3182,"GSM665799","None","None","Fetal Adrenal Gland","DNase","human","ca"
"102",3183,"GSM665798","None","Haematopoietic Progenitor Cell","Blood","DNase","human","ca"
"103",3184,"GSM595930","None","Epithelium","Lung","DNase","human","ca"
"104",3185,"GSM595929","None","Epithelium","Lung","DNase","human","ca"
"105",3186,"GSM595928","None","None","Fetal Brain","DNase","human","ca"
"106",3187,"GSM595927","None","Epithelium","Lung","DNase","human","ca"
"107",3188,"GSM595926","None","None","Fetal Brain","DNase","human","ca"
"108",3189,"GSM595925","None","Epithelium","Lung","DNase","human","ca"
"109",3190,"GSM595924","None","Epithelium","Lung","DNase","human","ca"
"110",3191,"GSM595923","None","None","Fetal Brain","DNase","human","ca"
"111",3192,"GSM595922","None","None","Fetal Brain","DNase","human","ca"
"112",3193,"GSM595921","None","Epithelium","Lung","DNase","human","ca"
"113",3194,"GSM595920","None","None","Fetal Brain","DNase","human","ca"
"114",3195,"GSM595919","None","Haematopoietic Progenitor Cell","Blood","DNase","human","ca"
"115",3196,"GSM595918","None","Haematopoietic Progenitor Cell","Blood","DNase","human","ca"
"116",3197,"GSM595917","None","Haematopoietic Progenitor Cell","Blood","DNase","human","ca"
"117",3198,"GSM595916","None","Epithelium","Lung","DNase","human","ca"
"118",3199,"GSM595915","None","Epithelium","Lung","DNase","human","ca"
"119",3200,"GSM595914","None","Haematopoietic Progenitor Cell","Blood","DNase","human","ca"
"120",3201,"GSM595913","None","None","Fetal Brain","DNase","human","ca"
"121",3202,"GSM530664","None","Haematopoietic Progenitor Cell","Blood","DNase","human","ca"
"122",3203,"GSM530663","None","Haematopoietic Progenitor Cell","Blood","DNase","human","ca"
"123",3204,"GSM530662","None","Epithelium","Lung","DNase","human","ca"
"124",3205,"GSM530661","None","Epithelium","Fetal Heart","DNase","human","ca"
"125",3206,"GSM530660","None","Haematopoietic Progenitor Cell","Blood","DNase","human","ca"
"126",3207,"GSM530659","None","Haematopoietic Progenitor Cell","Blood","DNase","human","ca"
"127",3208,"GSM530658","None","Haematopoietic Progenitor Cell","Blood","DNase","human","ca"
"128",3209,"GSM530657","None","Haematopoietic Progenitor Cell","Blood","DNase","human","ca"
"129",3210,"GSM530656","None","Epithelium","Lung","DNase","human","ca"
"130",3211,"GSM530655","None","Cortex","Fetal Kidney","DNase","human","ca"
"131",3212,"GSM530654","None","Epithelium","Fetal Heart","DNase","human","ca"
"132",3213,"GSM530653","None","None","Fetal Adrenal Gland","DNase","human","ca"
"133",3214,"GSM530652","None","Haematopoietic Progenitor Cell","Blood","DNase","human","ca"
"134",3215,"GSM530651","None","None","Fetal Brain","DNase","human","ca"
"135",3216,"GSM493387","None","Haematopoietic Progenitor Cell","Blood","DNase","human","ca"
"136",3217,"GSM493386","None","Haematopoietic Progenitor Cell","Blood","DNase","human","ca"
"137",3218,"GSM493385","None","Cortex","Fetal Kidney","DNase","human","ca"
"138",3219,"GSM493384","None","Haematopoietic Progenitor Cell","Blood","DNase","human","ca"
"139",5020,"GSM763533","HeLa","Epithelium","Cervix","DNase","human","ca"
"140",5021,"GSM763534","BJ","Fibroblast","Skin","DNase","human","ca"
"141",5026,"GSM759667","LNCaP","Epithelium","Prostate","DNase","human","ca"
"142",5027,"GSM759668","LNCaP","Epithelium","Prostate","DNase","human","ca"
"143",5120,"GSM816628","None","B Lymphocyte","Lymph Node","DNase","human","ca"
"144",5151,"GSM623484","None","Lymphocyte","Blood","DNase","human","ca"
"145",5152,"GSM623485","None","Lymphocyte","Blood","DNase","human","ca"
"146",5153,"GSM623486","None","Lymphocyte","Blood","DNase","human","ca"
"147",5154,"GSM623487","None","Lymphocyte","Blood","DNase","human","ca"
"148",5155,"GSM623488","None","Lymphocyte","Blood","DNase","human","ca"
"149",5156,"GSM623489","None","Lymphocyte","Blood","DNase","human","ca"
"150",5157,"GSM623490","None","Lymphocyte","Blood","DNase","human","ca"
"151",5158,"GSM623491","None","Lymphocyte","Blood","DNase","human","ca"
"152",5159,"GSM623492","None","Lymphocyte","Blood","DNase","human","ca"
"153",5160,"GSM623493","None","Lymphocyte","Blood","DNase","human","ca"
"154",5161,"GSM623494","None","Lymphocyte","Blood","DNase","human","ca"
"155",5162,"GSM623495","None","Lymphocyte","Blood","DNase","human","ca"
"156",5163,"GSM623496","None","Lymphocyte","Blood","DNase","human","ca"
"157",5164,"GSM623497","None","Lymphocyte","Blood","DNase","human","ca"
"158",5165,"GSM623498","None","Lymphocyte","Blood","DNase","human","ca"
"159",5166,"GSM623499","None","Lymphocyte","Blood","DNase","human","ca"
"160",5215,"GSM586893","None","Epithelium","Pancreatic Islet","DNase","human","ca"
"161",5216,"GSM586892","None","Epithelium","Pancreatic Islet","DNase","human","ca"
"162",5217,"GSM586891","None","Epithelium","Pancreatic Islet","DNase","human","ca"
"163",6712,"GSM489277","GM12878","Lymphoblastoid","Blood","DNase","human","ca"
"164",6713,"GSM489278","GM12878","Lymphoblastoid","Blood","DNase","human","ca"
"165",6714,"GSM489279","GM12878","Lymphoblastoid","Blood","DNase","human","ca"
"166",6715,"GSM489280","GM12891","Lymphoblastoid","Blood","DNase","human","ca"
"167",6716,"GSM489281","GM12891","Lymphoblastoid","Blood","DNase","human","ca"
"168",6717,"GSM489282","GM12892","Lymphoblastoid","Blood","DNase","human","ca"
"169",6718,"GSM489283","GM12892","Lymphoblastoid","Blood","DNase","human","ca"
"170",6719,"GSM489284","GM19240","Lymphoblastoid","Blood","DNase","human","ca"
"171",6720,"GSM489285","GM19240","Lymphoblastoid","Blood","DNase","human","ca"
"172",6721,"GSM489286","GM19238","Lymphoblastoid","Blood","DNase","human","ca"
"173",6722,"GSM489287","GM19238","Lymphoblastoid","Blood","DNase","human","ca"
"174",6723,"GSM489288","GM19239","Lymphoblastoid","Blood","DNase","human","ca"
"175",6724,"GSM489289","GM19239","Lymphoblastoid","Blood","DNase","human","ca"
"176",7436,"GSM816639","HPDE6-E6E7","Epithelium","Pancreas","DNase","human","ca"
"177",7480,"GSM816655","K562","Erythroblast","Bone Marrow","DNase","human","ca"
"178",7638,"GSM816634","LNCaP","Epithelium","Prostate","DNase","human","ca"
"179",7639,"GSM816637","LNCaP","Epithelium","Prostate","DNase","human","ca"
"180",7647,"GSM816627","MCF-7","Epithelium","Mammary Gland","DNase","human","ca"
"181",7648,"GSM816670","MCF-7","Epithelium","Mammary Gland","DNase","human","ca"
"182",7670,"GSM816636","None","None","Brain","DNase","human","ca"
"183",7713,"GSM816631","None","Melanocyte","Skin","DNase","human","ca"
"184",7727,"GSM816635","NHEK","Keratinocyte","Skin","DNase","human","ca"
"185",7838,"GSM816673","T47D","Epithelium","Mammary Gland","DNase","human","ca"
"186",7922,"GSM816654","None","Osteoblast","Bone","DNase","human","ca"
"187",7924,"GSM816672","None","Epithelium","Liver","DNase","human","ca"
"188",8488,"GSM722713","Kasumi-1","Myeloblast","Blood","DNase","human","ca"
"189",8489,"GSM722714","None","Myeloblast","Blood","DNase","human","ca"
"190",8490,"GSM722715","None","Myeloblast","Bone Marrow","DNase","human","ca"
"191",8491,"GSM722716","None","Myeloblast","Bone Marrow","DNase","human","ca"
"192",8495,"GSM822387","LNCaP","Epithelium","Prostate","DNase","human","ca"
"193",8496,"GSM822388","LNCaP","Epithelium","Prostate","DNase","human","ca"
"194",8497,"GSM822389","MCF-7","Epithelium","Mammary Gland","DNase","human","ca"
"195",8498,"GSM822390","MCF-7","Epithelium","Mammary Gland","DNase","human","ca"
"196",33596,"GSM748509","HepG2","Epithelium","Liver","DNase","human","ca"
"197",33603,"GSM748507","HepG2","Epithelium","Liver","DNase","human","ca"
"198",33612,"GSM748508","HepG2","Epithelium","Liver","DNase","human","ca"
"199",35742,"GSM623513","H1","Embryonic Stem Cell","Embryo","DNase","human","ca"
"200",35743,"GSM623516","K562","Erythroblast","Bone Marrow","DNase","human","ca"
"201",35744,"GSM623515","None","Endothelial Cell","Umbilical Vein","DNase","human","ca"
"202",35745,"GSM623512","GM18507","Lymphoblastoid","Blood","DNase","human","ca"
"203",35746,"GSM623517","NHEK","Keratinocyte","Skin","DNase","human","ca"
"204",35747,"GSM623514","HeLa-S3","Epithelium","Cervix","DNase","human","ca"
"205",39138,"GSM883679","None","Epithelium","Colon","DNase","human","ca"
"206",39154,"GSM883680","None","Epithelium","Colon","DNase","human","ca"
"207",40395,"GSM1036259","None","T Lymphocyte","Blood","DNase","human","ca"
"208",40396,"GSM1036260","None","Epithelium","Fetal Large Intestine","DNase","human","ca"
"209",40397,"GSM1036373","None","T Lymphocyte","Blood","DNase","human","ca"
"210",40398,"GSM1036374","None","T Lymphocyte","Blood","DNase","human","ca"
"211",40399,"GSM1036372","None","Natural Killer Cell","Blood","DNase","human","ca"
"212",40400,"GSM778701","GM19127","Lymphoblastoid","None","DNase","human","ca"
"213",40401,"GSM778724","GM19207","Lymphoblastoid","None","DNase","human","ca"
"214",40402,"GSM778702","GM19130","Lymphoblastoid","None","DNase","human","ca"
"215",40403,"GSM778711","GM19152","Lymphoblastoid","None","DNase","human","ca"
"216",40404,"GSM778700","GM19119","Lymphoblastoid","None","DNase","human","ca"
"217",40405,"GSM778727","GM19222","Lymphoblastoid","None","DNase","human","ca"
"218",40406,"GSM778728","GM19223","Lymphoblastoid","None","DNase","human","ca"
"219",40407,"GSM778726","GM19210","Lymphoblastoid","None","DNase","human","ca"
"220",40408,"GSM778732","GM19257","Lymphoblastoid","None","DNase","human","ca"
"221",40409,"GSM778725","GM19209","Lymphoblastoid","None","DNase","human","ca"
"222",40410,"GSM778715","GM19171","Lymphoblastoid","None","DNase","human","ca"
"223",40411,"GSM778718","GM19193","Lymphoblastoid","Blood","DNase","human","ca"
"224",40412,"GSM778730","GM19238","Lymphoblastoid","Blood","DNase","human","ca"
"225",40413,"GSM778706","GM19140","Lymphoblastoid","None","DNase","human","ca"
"226",40414,"GSM778731","GM19239","Lymphoblastoid","Blood","DNase","human","ca"
"227",40415,"GSM778713","GM19159","Lymphoblastoid","None","DNase","human","ca"
"228",40416,"GSM778707","GM19141","Lymphoblastoid","Blood","DNase","human","ca"
"229",40417,"GSM778712","GM19153","Lymphoblastoid","None","DNase","human","ca"
"230",40418,"GSM778721","GM19203","Lymphoblastoid","None","DNase","human","ca"
"231",40419,"GSM778729","GM19225","Lymphoblastoid","None","DNase","human","ca"
"232",40420,"GSM778709","GM19144","Lymphoblastoid","None","DNase","human","ca"
"233",40421,"GSM778710","GM19147","Lymphoblastoid","None","DNase","human","ca"
"234",40422,"GSM778719","GM19200","Lymphoblastoid","Blood","DNase","human","ca"
"235",40423,"GSM778717","GM19192","Lymphoblastoid","None","DNase","human","ca"
"236",40424,"GSM778716","GM19190","Lymphoblastoid","None","DNase","human","ca"
"237",40425,"GSM778703","GM19131","Lymphoblastoid","None","DNase","human","ca"
"238",40426,"GSM778705","GM19138","Lymphoblastoid","None","DNase","human","ca"
"239",40427,"GSM778720","GM19201","Lymphoblastoid","None","DNase","human","ca"
"240",40428,"GSM778704","GM19137","Lymphoblastoid","None","DNase","human","ca"
"241",40429,"GSM778722","GM19204","Lymphoblastoid","Blood","DNase","human","ca"
"242",40430,"GSM778708","GM19143","Lymphoblastoid","None","DNase","human","ca"
"243",40431,"GSM778723","GM19206","Lymphoblastoid","None","DNase","human","ca"
"244",40432,"GSM778714","GM19160","Lymphoblastoid","None","DNase","human","ca"
"245",40434,"GSM1024610","None","Melanocyte","Foreskin","DNase","human","ca"
"246",40440,"GSM1024607","None","Epithelium","Fetal Kidney Right","DNase","human","ca"
"247",40458,"GSM1024608","None","Epithelium","Fetal Kidney","DNase","human","ca"
"248",40468,"GSM1024605","None","None","Fetal Muscle Arm","DNase","human","ca"
"249",40474,"GSM1024609","None","Epithelium","Mammary Gland","DNase","human","ca"
"250",40494,"GSM1024606","None","None","Fetal Stomach","DNase","human","ca"
"251",40498,"GSM817212","None","None","Fetal Muscle Back","DNase","human","ca"
"252",40499,"GSM817211","None","Cortex","Fetal Kidney Left","DNase","human","ca"
"253",40500,"GSM817207","None","None","Fetal Muscle Back","DNase","human","ca"
"254",40501,"GSM817201","None","None","Fetal Muscle Leg","DNase","human","ca"
"255",40502,"GSM817217","None","None","Fetal Muscle Back","DNase","human","ca"
"256",40503,"GSM817200","None","None","Fetal Muscle Back","DNase","human","ca"
"257",40504,"GSM817205","None","Epithelium","Fetal Renal Pelvis Left","DNase","human","ca"
"258",40505,"GSM817216","None","None","Fetal Muscle Arm","DNase","human","ca"
"259",40506,"GSM817218","None","Epithelium","Fetal Renal Pelvis","DNase","human","ca"
"260",40507,"GSM817214","None","None","Fetal Muscle Arm","DNase","human","ca"
"261",40508,"GSM817208","None","Epithelium","Fetal Renal Pelvis Right","DNase","human","ca"
"262",40509,"GSM817206","None","None","Fetal Muscle Leg","DNase","human","ca"
"263",40510,"GSM817204","None","Epithelium","Fetal Renal Pelvis Right","DNase","human","ca"
"264",40511,"GSM817220","None","Epithelium","Fetal Heart","DNase","human","ca"
"265",40512,"GSM817203","None","Cortex","Fetal Kidney Left","DNase","human","ca"
"266",40513,"GSM817215","H1","Embryonic Stem Cell","Embryo","DNase","human","ca"
"267",40514,"GSM817209","None","Epithelium","Fetal Renal Pelvis Left","DNase","human","ca"
"268",40515,"GSM817219","None","Epithelium","Fetal Placenta","DNase","human","ca"
"269",40516,"GSM817202","None","Cortex","Fetal Kidney Right","DNase","human","ca"
"270",40517,"GSM817213","None","None","Fetal Muscle Leg","DNase","human","ca"
"271",40518,"GSM817210","None","Cortex","Fetal Kidney Right","DNase","human","ca"
"272",40520,"GSM905351","U87MG","Glial Cell","Brain","DNase","human","ca"
"273",40521,"GSM905353","U87MG","Glial Cell","Brain","DNase","human","ca"
"274",40522,"GSM905352","U87MG","Glial Cell","Brain","DNase","human","ca"
"275",40523,"GSM905354","U87MG","Glial Cell","Brain","DNase","human","ca"
"276",40524,"GSM1059535","None","Epithelium","Fetal Placenta","DNase","human","ca"
"277",40525,"GSM1059531","None","None","Fetal Muscle Back","DNase","human","ca"
"278",40526,"GSM1059530","None","T Lymphocyte","Blood","DNase","human","ca"
"279",40527,"GSM1059534","None","None","Fetal Muscle Trunk","DNase","human","ca"
"280",40528,"GSM1059533","None","None","Fetal Muscle Leg","DNase","human","ca"
"281",40529,"GSM1059536","None","None","Fetal Spinal Cord","DNase","human","ca"
"282",40530,"GSM1059532","None","None","Fetal Stomach","DNase","human","ca"
"283",40531,"GSM1059529","None","None","Cord blood","DNase","human","ca"
"284",40558,"GSM778668","GM18504","Lymphoblastoid","None","DNase","human","ca"
"285",40559,"GSM778699","GM19116","Lymphoblastoid","None","DNase","human","ca"
"286",40560,"GSM778679","GM18852","Lymphoblastoid","None","DNase","human","ca"
"287",40561,"GSM778687","GM18870","Lymphoblastoid","None","DNase","human","ca"
"288",40562,"GSM778665","GM18499","Lymphoblastoid","None","DNase","human","ca"
"289",40563,"GSM778698","GM19114","Lymphoblastoid","None","DNase","human","ca"
"290",40564,"GSM778683","GM18858","Lymphoblastoid","None","DNase","human","ca"
"291",40565,"GSM778695","GM19098","Lymphoblastoid","None","DNase","human","ca"
"292",40566,"GSM778669","GM18505","Lymphoblastoid","Blood","DNase","human","ca"
"293",40567,"GSM778693","GM19092","Lymphoblastoid","None","DNase","human","ca"
"294",40568,"GSM778684","GM18859","Lymphoblastoid","None","DNase","human","ca"
"295",40569,"GSM778696","GM19099","Lymphoblastoid","Blood","DNase","human","ca"
"296",40570,"GSM778677","GM18520","Lymphoblastoid","None","DNase","human","ca"
"297",40571,"GSM778670","GM18507","Lymphoblastoid","Blood","DNase","human","ca"
"298",40572,"GSM778694","GM19093","Lymphoblastoid","None","DNase","human","ca"
"299",40573,"GSM778692","GM18916","Lymphoblastoid","None","DNase","human","ca"
"300",40574,"GSM778663","GM18486","Lymphoblastoid","Blood","DNase","human","ca"
"301",40575,"GSM778664","GM18498","Lymphoblastoid","None","DNase","human","ca"
"302",40576,"GSM778689","GM18909","Lymphoblastoid","None","DNase","human","ca"
"303",40577,"GSM778685","GM18861","Lymphoblastoid","None","DNase","human","ca"
"304",40578,"GSM778674","GM18516","Lymphoblastoid","Blood","DNase","human","ca"
"305",40579,"GSM778697","GM19101","Lymphoblastoid","None","DNase","human","ca"
"306",40580,"GSM778690","GM18912","Lymphoblastoid","None","DNase","human","ca"
"307",40581,"GSM778671","GM18508","Lymphoblastoid","Blood","DNase","human","ca"
"308",40582,"GSM778672","GM18510","Lymphoblastoid","None","DNase","human","ca"
"309",40583,"GSM778691","GM18913","Lymphoblastoid","None","DNase","human","ca"
"310",40584,"GSM778682","GM18856","Lymphoblastoid","None","DNase","human","ca"
"311",40585,"GSM778667","GM18502","Lymphoblastoid","None","DNase","human","ca"
"312",40586,"GSM778676","GM18519","Lymphoblastoid","None","DNase","human","ca"
"313",40587,"GSM778673","GM18511","Lymphoblastoid","None","DNase","human","ca"
"314",40588,"GSM778686","GM18862","Lymphoblastoid","None","DNase","human","ca"
"315",40589,"GSM778678","GM18522","Lymphoblastoid","Blood","DNase","human","ca"
"316",40590,"GSM778675","GM18517","Lymphoblastoid","None","DNase","human","ca"
"317",40591,"GSM778688","GM18907","Lymphoblastoid","None","DNase","human","ca"
"318",40592,"GSM778680","GM18853","Lymphoblastoid","None","DNase","human","ca"
"319",40593,"GSM778681","GM18855","Lymphoblastoid","None","DNase","human","ca"
"320",40594,"GSM778666","GM18501","Lymphoblastoid","None","DNase","human","ca"
"321",40595,"GSM646568","GM06990","B Lymphocyte","Blood","DNase","human","ca"
"322",40596,"GSM646564","None","Fibroblast","Skin","DNase","human","ca"
"323",40598,"GSM646565","None","Epithelium","None","DNase","human","ca"
"324",40599,"GSM646560","None","Epithelium","Amnion","DNase","human","ca"
"325",40600,"GSM646561","None","Epithelium","Mammary Gland","DNase","human","ca"
"326",40601,"GSM646566","SK-N-SH_RA","Neuron","Brain","DNase","human","ca"
"327",40602,"GSM646569","None","Th1","None","DNase","human","ca"
"328",40603,"GSM646563","H7","Embryonic Stem Cell","Embryo","DNase","human","ca"
"329",40604,"GSM646567","K562","Erythroblast","Bone Marrow","DNase","human","ca"
"330",40605,"GSM646570","None","Endothelial Cell","Blood","DNase","human","ca"
"331",40606,"GSM646559","HepG2","Epithelium","Liver","DNase","human","ca"
"332",40614,"GSM753974","None","Epithelium","Mammary Gland","DNase","human","ca"
"333",40615,"GSM753973","None","Epithelium","Mammary Gland","DNase","human","ca"
"334",40646,"GSM736513","None","Monocyte","Blood","DNase","human","ca"
"335",40692,"GSM909313","H1","Embryonic Stem Cell","Embryo","DNase","human","ca"
"336",40693,"GSM909311","iPS DF 19.11","iPSC","Foreskin","DNase","human","ca"
"337",40694,"GSM909314","H1","Embryonic Stem Cell","Embryo","DNase","human","ca"
"338",40695,"GSM909312","None","Fibroblast","Foreskin","DNase","human","ca"
"339",40696,"GSM931361","WI-38","Fibroblast","Embryonic Lung","DNase","human","ca"
"340",40697,"GSM931362","WI-38","Fibroblast","Embryonic Lung","DNase","human","ca"
"341",40698,"GSM1102740","None","Epithelium","Fetal Kidney","DNase","human","ca"
"342",40699,"GSM1102737","None","T Lymphocyte","Cord blood","DNase","human","ca"
"343",40700,"GSM1102736","None","Monocyte","Blood","DNase","human","ca"
"344",40701,"GSM878645","None","None","Fetal Skin Biceps Left","DNase","human","ca"
"345",40702,"GSM878659","None","Epithelium","Fetal Placenta","DNase","human","ca"
"346",40703,"GSM878620","None","None","Fetal Muscle Arm","DNase","human","ca"
"347",40704,"GSM878644","None","None","Fetal Skin Biceps Left","DNase","human","ca"
"348",40705,"GSM878636","None","None","Fetal Skin Abdomen","DNase","human","ca"
"349",40706,"GSM878621","H1","Embryonic Stem Cell","Embryo","DNase","human","ca"
"350",40707,"GSM878610","None","None","Fetal Muscle Arm","DNase","human","ca"
"351",40708,"GSM878656","None","None","Fetal Thymus","DNase","human","ca"
"352",40709,"GSM878623","None","Fibroblast","Fetal Skin Back","DNase","human","ca"
